month_end,Stock1,Stock10,Stock11,Stock14,Stock16,Stock18,Stock19,Stock20,Stock21,Stock22,Stock26,Stock3,Stock30,Stock31,Stock33,Stock34,Stock35,Stock38,Stock39,Stock4,Stock40,Stock41,Stock43,Stock44,Stock46,Stock47,Stock49,Stock5,Stock50,Stock54,Stock56,Stock59,Stock6,Stock61,Stock63,Stock64,Stock66,Stock69,Stock7,Stock70,Stock73,Stock75,Stock76,Stock77,Stock78,Stock79,Stock80,Stock81,Stock84,Stock85,Stock86,Stock87,Stock88,Stock9
9/30/2018,-0.089324062,-0.115948626,0.06963261,-0.051310414,-0.006988384,0.02723984,-0.015843605,0.012957756,-0.002898581,-0.031885061,-0.20000072,-0.175127322,-0.04459787,0.210759974,0.012327853,0.021433538,0.068830836,-0.040026979,0.034937306,-0.074229804,0.038169425,-0.022084045,0.011836591,-0.049339843,-0.41877897,-0.178571847,-0.026651031,-0.060938832,0.536314087,0.017598252,-0.036350528,0.030794406,0.012247134,0.012421638,-0.137932117,-0.062580318,0.020618116,-0.037490189,-0.047333178,-0.023828721,-0.061799538,-0.010232069,0.074417838,-0.101804519,-0.029737384,-0.01464017,-0.063579747,-0.080034729,-0.03505886,-0.129869657,0.077714544,-0.00363984,0.080874983,0.069932309
10/31/2018,-0.070043889,-0.065463974,0.055508415,-0.009450824,-0.07008165,0.038522568,-0.023746866,0.011873856,-0.06130802,-0.042914783,0.249999937,0.025608387,-0.024967882,-0.099576846,-0.020910237,-0.026525733,0.029073867,-0.030454375,-0.07796527,-0.005433386,0.166746039,-0.059367388,0.03810982,0.151629732,-0.061491829,-0.217389114,-0.031943237,-0.070641209,-0.010909105,-0.03934506,-0.116028538,-0.081002155,0.028225001,0.16871324,0.074287241,-0.022638609,-0.055155675,-0.066685829,-0.059224736,0.196148387,0.026814189,-0.030901696,0.043138214,-0.045077438,-0.064577196,-0.025737189,-0.150394886,-0.035840693,-0.018240797,-0.006649225,-0.013006359,-0.012149752,-0.028772469,-0.001771028
11/30/2018,-0.174263096,-0.086929289,-0.095350478,0.078817939,0.084169366,0.078588173,0.021989265,0.043468554,0.034607032,0.051768791,0,0.031012032,0.042826706,-0.143356398,-0.10867728,0.110357658,0.006517595,0.038720178,-0.088374773,0.016770182,-0.025767095,0.067853506,-0.143871718,0.029853267,-0.057182173,-0.011110574,-0.037710139,0.093817307,0.213236142,0.075181332,-0.160579581,-0.086394165,-0.030249998,-0.086615082,-0.001118651,-0.247833039,-0.013202287,0.072614003,0.093512109,-0.252774782,0.099549969,0.08452705,-0.076629616,0.113404692,-0.025517741,-0.041583583,0.06569172,0.077706984,0.03279212,0.117155594,-0.122421867,0.04100638,-0.031707863,0.002958839
12/31/2018,0.050711975,0.078172238,-0.05985813,-0.073112221,-0.048915201,0.116028403,0.01854071,0.034523096,0.038656735,0.008340635,0,0.032420845,-0.013547085,0.143312315,-0.090082918,0.016366942,-0.05331262,-0.01856357,-0.031558668,0.021567366,0.30633193,0.033520392,0.067189501,0.222498069,-0.083353687,-0.033706753,-0.030793095,-0.014563573,0.111517858,0.041701673,0.046078007,-0.02587049,-0.010397387,-0.025862162,0.019487118,-0.0112999,0.021126803,0.020664201,-0.035554934,0.20747443,-0.01624882,0.003872966,0.208831917,0.084566298,0.038271159,0.00113003,0.046785505,-0.034219188,0.05077961,0.007551019,0.163472157,0.051792015,0.177126966,0.074880862
1/31/2019,-0.030327132,-0.015300245,-0.012456782,0.024789019,0.039982826,0.060517101,-0.022135074,-0.094046609,0.054012193,0.091002578,0,-0.027657459,0.114592826,0.19639641,-0.06133449,0.043085466,0.133507883,0.058419429,0.102027577,0.035674374,0.028776239,0.040220491,0.116487298,0.089581851,0.077584388,-0.034880905,0.009385009,-0.111281359,0.053706366,0.023447873,-0.057835052,0.088250907,-0.017514455,-0.047197081,0.043402838,-0.00726498,0.069657045,0.090541152,-0.139363707,0.053970107,-0.088221069,-0.090807217,0.186025946,-0.039035412,-0.003566496,0.080117258,0.05107729,0.083699902,0.141947645,-0.020545828,0.061501098,-0.08651434,0.040603314,0.061436544
2/28/2019,0.178393578,-0.073956385,-0.008411435,-0.001726046,0.014467887,0.043208286,-0.040330227,-0.031883182,-0.064441333,-0.079618971,-0.2000004,0.027878806,-0.059685029,0.10243999,-0.041193836,0.120087949,-0.047671872,-0.073351682,0.051690212,-0.035985042,0.080385581,-0.004793374,-0.014421903,0.069751243,-0.040196582,0.24096365,-0.180971963,-0.053155626,0.557567961,0.036882603,0.073570532,0.056292648,-0.073082918,0.049536094,-0.082477922,0.098565393,-0.103801757,-0.006360699,0.049191646,0.114458265,-0.088194521,-0.087766086,0.201582211,0.001503462,-0.032281202,0.042232124,0.03312757,-0.046626236,-0.022674656,0.027001559,0.089391047,-0.036986855,0.132589278,-0.022220552
3/31/2019,-0.021869046,-0.077507773,0.009186638,-0.042116315,-0.051222822,0.041416688,0.101162519,-0.122144969,-0.062650389,-0.001028835,-0.249998875,-0.082153714,1.30E-06,0.202249925,-0.11111255,0.033514592,-0.071607892,-0.020840206,-0.07885674,-0.004844409,-0.046951619,-0.116597737,0.08331871,-0.070223697,-0.333190254,-0.087378811,-0.020088184,-0.071090138,0.013288277,0.006622458,0.061385989,-0.08933105,0.086349892,-0.008848718,0.019650355,0.187187849,-0.169173767,-0.044022966,-0.067805146,-0.08648644,0.035414571,-0.01724343,-0.029931937,-0.039158615,-0.105899145,0.00705454,0.094156081,-0.079225362,-0.157805492,-0.056736954,0.055618701,-0.04039013,0.011504741,0.010027928
4/30/2019,0.001432552,0.022957786,0.067927707,0.044572799,0.133498543,0.162779037,0.166439729,0.143045342,0.078883615,0.015464956,-0.333332,0.026980073,0.063379164,-0.003835695,-0.041665766,-0.001860031,0.038026084,0.101850125,0.083116111,0.011075895,-0.100631886,0.08868596,-0.006207867,0.012575356,0.106689619,0.090426504,-0.064170628,0.185157082,-0.06131172,0.013690721,0.054420545,0.083341573,0.075950631,-0.092264195,0.062159093,-0.06800898,0.00742227,0.104136494,0.086565201,-0.092454927,0.026465291,0.089349881,-0.019263128,0.011048019,0.053070652,0.001967088,0.096921404,0.059630022,0.121492997,0.121963792,-0.047407081,0.034909858,0.024897623,0.049563905
5/31/2019,0.015265606,-0.191845444,-0.066230013,0.02306249,-0.046871633,0.081731827,-0.007063187,-0.08992478,-0.004445002,-0.0291404,0.5000015,-0.224352856,-0.027734038,0.031238787,-0.272608956,-0.013077779,0.038747368,-0.014870879,-0.06196083,-0.114549006,0.12982025,-0.015033666,0.075394373,0.212975794,-0.048203105,-0.346342059,0.009522156,-0.285182592,0.012922647,-0.071963547,-0.227402336,-0.063980677,0.050417572,-0.1606561,-0.025504726,-0.090072901,0.088398192,-0.001256579,-0.001974253,0.028931377,-0.041081559,-0.052123862,0.014972604,-0.012937474,-0.036999639,0.038191013,-0.103823409,-0.046303406,0.028855372,-0.04606069,-0.052732759,0.030175767,-0.030050235,0.035287146
6/30/2019,0.123284067,-0.003811566,0.018257357,-0.001089744,0.023849164,0.030808994,0.04004163,0.028040775,0.026259204,-0.003310396,1.50E-06,-0.033333524,0.003719518,0.12971659,0.105798378,-0.015515789,0.050525743,0.024662839,0.072004276,0.04545377,0.304754398,-0.033807092,0.01242033,0.17283019,0.025628319,-0.02985045,-0.033020687,-0.076466171,0.202587461,-0.016620822,-0.044682335,0.080179719,0.01173508,-0.058594595,0.082797239,-0.006791581,0.021993622,-0.010465129,-0.083372991,0.257031767,0.068417446,-0.023028723,0.142128765,-0.009462642,0.074821656,-0.01910673,0.043931856,0.014795896,0.041418941,-0.085707837,0.156397859,0.039247857,0.104395066,0.07469007
7/31/2019,0.026433681,-0.049372719,-0.206895964,-0.03536225,-0.055880976,-0.065408213,0.056020755,-0.110072334,-0.044908303,-0.02655093,1.50E-06,-0.043225136,-0.017299822,-0.045958276,-0.362163165,-0.091426824,-0.007101666,-0.099198837,-0.082240874,-0.003666238,-0.000748967,-0.047628455,-0.026980312,-0.009251533,-0.100846121,-0.092308975,-0.039024755,-0.17604613,0.104948026,-0.04275778,-0.112675335,-0.07964116,-0.101124993,-0.004150371,-0.005067942,0.036220117,-0.039732979,-0.087050435,-0.02004318,0.163516858,0.125207856,-0.106857047,0.020564587,-0.014077325,-0.112733268,-0.059686999,0.025706752,-0.04683321,-0.092724208,-0.021811451,-0.125458768,-0.016796562,-0.023164106,-0.004199335
8/31/2019,-0.035371425,-0.133386736,0.086956009,-0.131611905,-0.093919055,-0.076023073,-0.072446393,-0.028133848,-0.025451658,-0.107955351,-0.333331667,-0.026282404,-0.036044157,-0.113952947,0.261017539,-0.072118499,0.02324607,-0.028501672,-0.022697108,-0.06263582,0.363721728,-0.062786715,-0.1863159,0.194898023,-0.128653783,0.016950974,-0.055837113,-0.122146238,0.121708889,-0.123388907,-0.073370254,-0.037750385,-0.029516951,-0.18750014,-0.025704953,0.044593117,-0.071551193,-0.012755153,-0.26867181,0.504464093,0.003271467,-0.157547655,0.1040652,-0.056298218,-0.129477633,-0.07926339,-0.015290154,-0.041261255,-0.037513243,-0.035200678,-0.042060351,-0.020142068,-0.068784416,-0.011241517
9/30/2019,-0.031097627,-0.169617987,0.055197663,0.030103731,0.086115101,-0.113302647,-0.061312565,-0.07828235,0.025156335,-0.002547367,5.00E-07,0.076685033,0.004349352,-0.047102047,0.009407675,0.175849492,0.075147792,0.061967573,-0.002995917,0.007849607,-0.179261193,0.035049912,-0.040903767,-0.156280189,0.092121835,-0.183334156,0.020429882,-0.025782705,0.102138199,0.052850226,-0.121165591,0.001270388,0.155716618,0.097436263,0.080349441,0.050369439,-0.052140096,0.01016546,0.101236405,-0.220661987,0.014896325,0.030840859,-0.019026135,0.098831791,-0.009724393,0.04313468,-0.023778198,-0.049618604,0.026319323,0.084495335,0.073555363,0.037732308,-0.097189192,0.010114864
10/31/2019,0.062588798,0.033287905,-0.112868309,0.110176781,0.064481446,-0.020543254,-0.028142371,0.009794062,0.066908982,-0.037038982,2.00E-06,-0.025072381,0.005624402,-0.017332005,0.139814102,0.072341847,0.03888734,0.050009437,0.076017992,0.019233386,0.162976261,0.010404831,0.082705048,0.220966165,0.227458261,-5.27E-07,-0.153847042,-0.021216953,0.089944198,0.118346416,0.083813889,0.080393599,0.083112191,-0.177568851,0.143218315,-0.039979014,-0.049683697,-0.006984507,0.104122851,0.207620896,0.043756512,0.010754679,0.23509822,0.062927323,0.064995885,0.043424315,-0.065104165,0.061768836,0.013148397,0.079922506,0.099108686,0.102055024,0.074320727,0.019904805
11/30/2019,-0.060841596,0.027062822,-0.092773156,0.026930307,-0.108162008,-0.311270957,-0.013034878,0.095118832,-0.039715199,0.156210602,5.00E-07,0.168906817,0.031658198,0.021466404,-0.081775677,0.032259746,-0.009208764,-0.041042445,-0.019902358,-0.048041362,-0.170465846,-0.044421242,0.081259627,-0.172047148,0.112797272,0.010203465,-0.315068158,-0.002564586,0.084253978,-0.005739054,-0.037444663,-0.015963431,0.007426283,-0.028407199,0.018998117,0.089007493,-0.101222402,-0.044561191,-0.053539829,-0.139029404,-0.09236509,-0.046110919,0.075198226,0.01423406,-0.01829428,-0.05596276,-0.023652915,0.130810137,-0.049200221,-0.014996599,-0.00302685,-0.048720331,0.003902525,-0.059971192
12/31/2019,-0.017227975,0.095858799,0.048178589,-0.052777526,-0.015079014,-0.257412523,-0.106960263,0.061251569,0.03520312,-0.081411174,0,-0.027000173,-0.030687615,0.109529454,-0.115779544,0.020398427,0.020090931,0.002872986,0.010506611,0.031374805,0.154813864,-0.021460645,-0.016425778,0.245873784,0.01550178,-0.151516699,0.241815477,0.199345787,0.274598793,0.003989755,0.14954313,0.002805029,0.073216115,-0.304093702,0.024515194,0.050689905,-0.009900397,0.015565266,-0.017478787,0.137273028,-0.068608697,-0.037182825,0.078227273,-0.016393641,0.021769722,-0.010008979,0.093517586,0.014570046,0.013854304,0.008868288,0.034791978,-0.048051542,0.07819903,-0.024809983
1/31/2020,0.00146176,-0.126860351,0.007503747,0.016591,-0.078198575,-0.073522051,-0.020607547,-0.067835768,-0.065488205,-0.048940562,0,0.06284915,-0.046132422,-0.161874576,-0.17676642,-0.069167593,-0.043209018,-0.0796179,0.013140813,-0.045559245,-0.040190792,-0.086747064,-0.07144941,0.020026573,-0.026673063,0.071426998,-0.282577866,0.039941366,-0.014076222,-0.085025798,-0.211908349,0.009638316,-0.084706894,0.075633038,-0.036249237,0.103171368,-0.063749946,-0.064401731,-0.07036549,-0.007225251,-0.086830881,-0.103657679,-0.082481647,-0.029315937,-0.030261348,-0.128462722,0.07418031,-0.064101739,-0.079437582,0.010891203,-0.020585709,0.016913338,0.032076679,-0.042056942
2/29/2020,-0.050051207,-0.23472457,-0.145250969,-0.149499889,-0.094848101,-0.191569157,-0.087758368,-0.112569144,-0.12094178,-0.244784968,5.00E-07,-0.087282172,-0.165481434,-0.19703021,-0.208283359,-0.03429141,-0.116588899,-0.046366925,-0.061630504,-0.231420331,-0.085621542,-0.097594569,-0.080230916,-0.056957929,-0.138229354,0.488888881,-0.326530666,-0.161515923,-0.119081398,-0.129054482,-0.222728884,-0.054986142,-0.109552415,-0.27343891,-0.035941316,-0.077556242,-0.332443392,-0.057025156,-0.04220339,0.092857676,-0.194456041,0.018820675,-0.126855646,-0.144585756,-0.176783352,-0.132226704,-0.032418802,-0.12328836,-0.037397653,-0.130433684,-0.095412537,-0.064648243,-0.191936781,-0.124661818
3/31/2020,-0.071112434,-0.280330523,-0.389978613,0.097029375,-0.457468826,-0.212806263,-0.34341784,-0.244352594,-0.213759685,-0.563536952,0,-0.180327318,-0.268751223,0.059677951,-0.423076507,-0.323070807,-0.417126933,-0.269412765,-0.393364209,0.221849303,0.155030095,-0.531963631,-0.116160987,0.010131548,-0.075601837,-0.171642273,-0.696969875,-0.385920871,-0.379192859,-0.307931544,-0.801344463,-0.474774991,-0.102663015,-0.258065665,0.094268827,0.005595656,-0.509404939,-0.309963854,0.130003595,-0.288029547,-0.20846829,-0.411187651,-0.253096972,0.108229634,-0.179173516,-0.201110839,0.072562544,-0.232061427,-0.433105647,-0.172220318,-0.117918662,0.06692662,-0.220034024,-0.294108508
4/30/2020,0.076351194,0.071429895,-0.023213245,-0.042905059,0.07906167,0.004384692,0.086489588,0.157084928,0.234391239,-0.042193554,0,0.033332439,0.181611338,0.259410648,0.053333258,0.024998885,0.124686375,0.04227253,0.129451747,-0.023783308,0.456241411,0.387051562,0.14935012,0.536844079,0.250974847,-6.01E-07,0.65999912,-0.101893363,0.481383786,0.231223929,1.362845553,0.14693162,0.122513255,-0.04347722,-0.104735121,0.182690838,0.392857661,0.05482505,-0.142959476,0.740078496,0.104709157,0.180544951,0.294806282,-0.026792956,0.244229862,0.049577109,0.135156813,0.132941922,0.303384696,0.0297553,0.081606378,0.053073244,0.352750593,0.00198208
5/31/2020,-0.019678798,0.125780199,-0.246802025,-0.0812052,-0.144616608,-0.131911546,0.108828385,-0.015149739,-0.045715553,-0.154185333,0,-0.081936296,-0.104092939,0.344789622,-0.339241415,-0.06233945,0.035007006,-0.008401555,-0.20786545,-0.130619735,-0.08650644,-0.078630868,0.149521357,-0.033282032,0.207888086,-0.090090168,-0.307228229,-0.134116775,0.043493654,0.026771033,0.037130878,-0.172842652,-0.014858378,0.01515035,0.008887987,-0.020663556,-0.02136695,-0.005093542,-0.03416487,-0.165939936,-0.051491783,0.062393621,0.13662508,-0.009555733,0.01288841,-0.009858387,-0.03814266,0.014307267,-0.11062566,0.008633575,0.110756802,0.024427575,0.237803,0.096835121
6/30/2020,0.080780688,0.070272665,0.213592842,-0.04297252,0.02769677,0.655308467,-0.019853435,0.099999529,0.041895246,0.723955295,0.999999,-0.041464042,0.069712031,-0.023656266,0.27969227,0.015286285,0.162954386,-0.051582398,0.135484535,0.136233881,0.191026023,0.028042649,0.052529906,0.183224537,0.02742052,0.009901344,0.121740762,0.073935378,-0.009225933,-0.02517537,0.46077281,0.107200675,0.02146236,-0.074627552,-0.096237158,-0.034282322,0.288210214,0.02844117,0.030733852,0.251915705,0.144538228,0.085540645,0.129855683,-0.009823428,0.064120667,0.02541398,0.134424852,-0.016517414,0.050493141,-0.064602264,0.0978547,0.005954781,0.002372572,0.121622259
7/31/2020,-0.03478981,-0.096274688,0.160000216,-0.116863625,0.238030764,-0.008844618,0.11943991,-0.114054555,0.031726942,-0.039274789,-1.50E-06,-0.00293245,-0.004494943,0.187648595,-0.167662223,0.029602852,0.012925054,0.019969014,-0.037355938,-0.011602887,0.097192053,0.033775012,0.029975325,0.371837772,-0.077136666,-0.019609935,-0.100773417,-0.148150113,0.300691134,-0.025822419,0.030560872,-0.026010423,-0.060760898,-0.387095906,0.085139878,-0.124384627,-0.166101265,0.039328838,-0.019504324,0.530476694,-0.041388685,-0.040575385,0.039903295,-0.038463474,0.060067165,-0.040435815,-0.00496992,-0.07477327,-0.070573045,-0.071247946,0.041937558,0.044573623,0.147741211,-0.016867575
8/31/2020,0.05791037,-0.090204083,-0.04655022,-0.073489864,0.096952425,-0.215889406,0.032631726,-0.085326526,-0.095871092,-0.223271501,-0.25,-0.08088167,-0.081263789,-9.89E-05,0.021581443,-0.055558,-0.107565458,-0.02498709,-0.054150772,-0.022117772,-0.10828587,-0.085636497,0.021063475,-0.015592677,0.025899064,-0.069999243,-0.094827278,0.39437633,0.036384701,0.270742254,0.017102629,-0.070919786,-0.083433688,0.184215612,0.007578285,-0.007861846,-0.239836713,-0.027806531,0.056708228,0.005728251,0.00189159,-0.068342462,-0.022628587,-0.020243237,0.092031896,-0.096812237,-0.017359691,-0.04879323,-0.025605336,0.031763102,-0.022030448,-0.00436337,0.096372643,0.029411616
9/30/2020,0.011614808,0.190669856,-0.034360497,0.12509247,0.073718176,0.155507482,-0.08072739,0.139197737,-0.05438308,-0.024292648,1.50E-06,0.033600996,0.003275218,-0.066593014,0.232396507,0.242369589,-0.034065988,0.089300443,0.003498608,0.106361923,-0.12444673,0.049797347,-0.044358556,-0.065277082,-0.122099562,-0.24731092,-0.142856768,0.157740982,-0.043760859,0.02177831,-0.064947144,-0.009263223,0.02242748,-0.200001998,-0.033349566,0.054504093,-0.197861097,0.023201996,0.257195537,-0.194106361,0.10884169,0.035742397,-0.079988744,0.173139939,0.056927097,0.027760099,-0.042920545,0.069380437,0.156242474,0.014693628,0.007046194,-0.035972326,-0.058023388,0.055242172
